index,reviewer_name,review_id,profile_href,star,time,text
290,Jade Cantin-Lefebvre,ChdDSUhNMG9nS0VJQ0FnSUNHZzhUTjNRRRAB,https://www.google.com/maps/contrib/106034205173402832894/reviews?hl=en-US,5,       a year ago      ,"        Propriétaire incroyable qui mise sur la connaissance de ses clients. Nourriture qui revisite des classiques tout en innovant. Ambiance parfaite avec un choix de musique agréable. Service parfait. Finalement, cocktails qui ne se retrouvent pas sur d’autres menus! (Translated by Google)
Incredible owner who relies on knowing his customers. Food that revisits classics while innovating. Perfect atmosphere with a nice choice of music. Perfect service. Finally, cocktails that are not found on other menus!
     
"
291,Alexandre Bourlon,ChdDSUhNMG9nS0VJQ0FnSURlNl8zR3pRRRAB,https://www.google.com/maps/contrib/110223059243613973504/reviews?hl=en-US,4,       2 months ago      ,"        Belle ambiance, bon plats mais trop cher. (Translated by Google)
Nice atmosphere, good food but too expensive.
     
"
292,V. Ro,ChZDSUhNMG9nS0VJQ0FnSUNnalBPbUFREAE,https://www.google.com/maps/contrib/103797989170265933470/reviews?hl=en-US,5,       4 years ago      ,"        La poutine kimcheese sur le menu spécial est juste trop bonne. C'est ce qui a nous ramené à La Belle Tonkinoise une 2eme fois. Un resto qui offre une cuisine originale et goûteuse et en plus le staff est parfait. On va revenir encore c'est sûr! (Translated by Google)
The kimcheese poutine on the special menu is just too good. This is what brought us back to La Belle Tonkinoise a second time. A restaurant that offers original and tasty cuisine and in addition the staff is perfect. We will come back again for sure!
     
"
293,Yosr L-K,ChZDSUhNMG9nS0VJQ0FnSUNXaklhV0NnEAE,https://www.google.com/maps/contrib/108127544562224745031/reviews?hl=en-US,5,       10 months ago      ,"        Très bon service! Les rouleaux impériaux étaient délicieux et le curry était délicieux. Je l'aurais toute fois pris avec des nouilles maisons ou encore du riz. (Translated by Google)
Very good service! The imperial rolls were delicious and the curry was delicious. I would have taken it anyway with homemade noodles or even rice.
     
"
294,Richard Lao,ChdDSUhNMG9nS0VJQ0FnSURlbWZXMGtnRRAB,https://www.google.com/maps/contrib/114256775988032960135/reviews?hl=en-US,5,       2 months ago      ,"        Le service et la bouffe étaient vrmt bon aka FIRE !! 🔥🔥 Continuez le good work (Translated by Google)
The service and the food were really good aka FIRE!! 🔥🔥 Keep up the good work
     
"
295,Carolanne Zanth,ChZDSUhNMG9nS0VJQ0FnSUNHOWVIWWZ3EAE,https://www.google.com/maps/contrib/108625541477594391251/reviews?hl=en-US,5,       a year ago      ,"        Excellent restaurant, avec une magnifique ambiance. Les serveurs sont chaleureux et à l'écoute de vos demandes. Le service est rapide et la bouffe est tout simplement MIAM ! On s'ennuie tout de même des PAD THAÏ, mais le menu est diversifié et à moindre coût, belle combinaison ! Très cool, car plusieurs plats sont offerts en version végé ou végan ! Je vous le recommande fortement :) (Translated by Google)
Excellent restaurant, with a wonderful atmosphere. The servers are warm and attentive to your requests. The service is fast and the food is simply MIAM! We still get bored of PAD THAÏ, but the menu is diverse and inexpensive, a great combination! Very cool, because several dishes are available in a vegan or vegan version! I highly recommend it :)
     
"
296,Ève Renaud-Roy,ChdDSUhNMG9nS0VJQ0FnSUNXcHNTbHJRRRAB,https://www.google.com/maps/contrib/104215328928002034375/reviews?hl=en-US,5,       9 months ago      ,"        Très belle soirée entre copines, on nous a accomodé une place au bar en plein rush, c’était super apprécié! Le staff, la bouffe, les drinks et l’ambiance 👌🏼 va falloir y retourner pour goûter les poutines funky! (Translated by Google)
Very nice evening with friends, we were given a seat at the bar in the middle of the rush, it was really appreciated! The staff, the food, the drinks and the atmosphere 👌🏼 will have to go back to taste the funky poutines!
     
"
297,Michel Lim,ChZDSUhNMG9nS0VJQ0FnSURTellYVkNnEAE,https://www.google.com/maps/contrib/105104848080827905844/reviews?hl=en-US,5,       5 months ago      ,"        Musique forte! Bonne playlist! Des bons vivants! Bonne sélection de drinks, bières et vins. Bouffe originale! C'est la vibe que j'ai besoin dans ma vie! (Translated by Google)
Loud music! Good playlist! Bons vivants! Good selection of drinks, beers and wines. Original food! This is the vibe I need in my life!
     
"
298,Viriane Pes,ChdDSUhNMG9nS0VJQ0FnSUNHcHFTb21RRRAB,https://www.google.com/maps/contrib/102721829752514354587/reviews?hl=en-US,5,       a year ago      ,"        Belle découverte et belle adresse où la fusion vietnamien/québécois est parfaitement réussie et bien exécutée ! Les portions sont généreuses et les plats sont réconfortants ! Le tout dans une ambiance chaleureuse avec un service très sympathique. Nourriture : **** (mention spéciale pour la fusion osée de la poutine pho - incroyable)
Vin/Alcool: ***
Service : *****
Ambiance : **** Suggestions :
- pour un souper entre amis
- la poutine pho !!! (Translated by Google)
A great discovery and a great address where the Vietnamese/Quebecois fusion is perfectly successful and well executed! The portions are generous and the dishes are comforting! All in a warm atmosphere with very friendly service. Food: **** (special mention for the daring fusion of poutine pho - incredible)
Wine/Alcohol: ***
Service : *****
Vibe : **** Hint:
- for a dinner with friends
- poutine pho!!!
     
"
299,yoga shak,ChZDSUhNMG9nS0VJQ0FnSUNHbGJPd0xREAE,https://www.google.com/maps/contrib/104402772147577360475/reviews?hl=en-US,5,       a year ago      ,"        Nous sommes allés souper moi et mon conjoint hier soir et notre souper fût excellent, sans parler du super bon service de toute l'équipe! Belle ambiance, bon service, bonne nourriture et bon vin! C'était parfait as always! (Translated by Google)
We went to supper myself and my partner last night and our supper was excellent, not to mention the super good service from the whole team! Nice atmosphere, great service, great food and great wine! It was perfect as always!
     
"
300,Catherine,ChZDSUhNMG9nS0VJQ0FnSUQ2NHRYRERBEAE,https://www.google.com/maps/contrib/103676698514064835436/reviews?hl=en-US,5,       a year ago      ,"        J’ai fait une reservation pour une dizaine de personnes et malgré les circonstances, Mitch a su bien s’adapter et collaborer avec moi pour offrir ce qu’il y a de mieux à moi et mon groupe et, en plus, de faire les pas de plus pour offrir une soirée mémorable pour tous. Un service exemplaire du début à la fin!! Je retournerai c’est certain, mon expérience a dépassé mes attentes! Mention spécial à Kev qui nous a donner un super service,  tout autant fun que professionnel! Pour ce qui est de la nourriture, c’était formidable, le rapport qualité/prix est incomparable à mon avis, une grande variété offert autant nourritures que boissons/cocktails! J’ai deja hate de retourner et cet endroit est maintenant ma recommandation “go-to” à quiconque qui souhaite quelque chose de different mais réconfortant avec une ambiance fun accompagnée d’une bonne musique “old school” :) (Translated by Google)
I made a reservation for about ten people and despite the circumstances, Mitch was able to adapt well and collaborate with me to offer what is best to me and my group and, in addition, to make the nothing more to provide a memorable evening for all. Exemplary service from start to finish !! I will definitely return, my experience exceeded my expectations! Special mention to Kev who gave us great service, as much fun as professional! As for the food, it was great, the value for money is second to none in my opinion, a wide variety offered as much food as drinks / cocktails! I already can't wait to go back and this place is now my go-to recommendation to anyone who wants something different but heartwarming with a fun vibe accompanied by good “old school” music :)
     
"
301,Madden Investments,ChZDSUhNMG9nS0VJQ0FnSURRM182NUVREAE,https://www.google.com/maps/contrib/107655619745137241494/reviews?hl=en-US,4,       5 years ago      ,"        la caissière est gentille, ambiance confortable, bouffe magnifique ! rien a dire (Translated by Google)
the cashier is nice, comfortable atmosphere, wonderful food! nothing to say
     
"
302,Seb Humphrey,ChZDSUhNMG9nS0VJQ0FnSUR5a0lxcEZ3EAE,https://www.google.com/maps/contrib/101569739321908640476/reviews?hl=en-US,5,       a year ago      ,"        Superbe poutines pour la semaine Poutine. La kimcheesy était notre favoris. (Translated by Google)
Superb poutines for Poutine week. The kimcheesy was our favorite.
     
"
303,m roby,ChZDSUhNMG9nS0VJQ0FnSUNtNDhLWlVREAE,https://www.google.com/maps/contrib/102458317666163428289/reviews?hl=en-US,5,       11 months ago      ,"        La nourriture est toujours excellente et les gens qui y travaillent sont très sympathiques et heureux d'y être. Tout ça rend l'expérience géniale et vraiment recommandable! (Translated by Google)
The food is always great and the people who work there are very friendly and happy to be there. All this makes the experience great and really recommendable!
     
"
304,Lea Verville,ChZDSUhNMG9nS0VJQ0FnSURtOWNDU1dREAE,https://www.google.com/maps/contrib/109150657919406630497/reviews?hl=en-US,5,       10 months ago      ,"        Mon resto préféré de tout les temps! C’est vraiment une belle vibe amicale et familiale ! La bouffe et le service sont toujours impeccable. (Translated by Google)
My favorite restaurant of all time! It really is a nice friendly and family vibe! The food and service are always impeccable.
     
"
305,Sandra Doyon,ChZDSUhNMG9nS0VJQ0FnSURXd2FEVFF3EAE,https://www.google.com/maps/contrib/111926320367266294234/reviews?hl=en-US,5,       8 months ago      ,"        C’est mon nouveau restaurant préféré.  Tout est SA-VOU-REUX!  Pas pour rien qu’il faille réserver.  Avec les enfants aussi, c’est cool! (Translated by Google)
This is my new favorite restaurant. Everything is SA-VOU-REUX! Not for nothing that you have to book. With children too, it's cool!
     
"
306,A. Bouchard,ChZDSUhNMG9nS0VJQ0FnSURxeWItZUFREAE,https://www.google.com/maps/contrib/105494343605964234538/reviews?hl=en-US,5,       a year ago      ,"        De loin la meilleure soupe pho que j'ai mangé à mtl. Service su'a coche, rapide et courtois. Prix très raisonnable. J'avais commandé une soupe en entrée mais on m'a servit une soupe repas par erreur. J'aurais pu en faire part, mais de la nourriture bonne comme ça, tu fais juste la manger sans poser de questions. (Translated by Google)
By far the best pho soup I have eaten in mtl. Superb service, fast and courteous. Very reasonable price. I had ordered a starter soup but was served a meal soup by mistake. I could have shared it, but good food like this, you just eat it no questions asked.
     
"
307,Huge The HUGE,ChdDSUhNMG9nS0VJQ0FnSURxaUlYVGh3RRAB,https://www.google.com/maps/contrib/104314041728143283176/reviews?hl=en-US,5,       a year ago      ,"        Bon restaurant original. Nous étions sur la terrasse donc nous n'avons pas pu voir l'intérieur. Mais le service était particulièrement apprécié. Plusieurs plat originaux qui vous laisse l'eau a la bouche. N'hésitez pas! (Translated by Google)
Good original restaurant. We were on the terrace so we couldn't see inside. But the service was particularly appreciated. Several original dishes that leave your mouth watering. Do not hesitate!
     
"
308,Elisabeth Henry,ChdDSUhNMG9nS0VJQ0FnSURXN0lTSDZRRRAB,https://www.google.com/maps/contrib/109390690283075432509/reviews?hl=en-US,5,       9 months ago      ,"        Super belle découverte ! Ambiance chaleureuse et atypique avec un staff super sympa. Très bonne bouffe !! Rien à dire c’était parfait :) (Translated by Google)
Very nice discovery! Warm and atypical atmosphere with a super friendly staff. Very good food!! Nothing to say it was perfect :)
     
"
309,Gigi Huynh,ChdDSUhNMG9nS0VJQ0FnSUNxN29qdnZBRRAB,https://www.google.com/maps/contrib/101935211900116791337/reviews?hl=en-US,5,       a year ago      ,"        J’ai commandé la poutine Kimcheesy, le Banh Mi Burger et le poulet popcorn. Ils étaient tous délicieux. La sauce de la poutine m’a vraiment marqué avec son goût fromagé et son piquant addictif. Le personnel est tellement serviable et chill. Ils ont une terrasse et vous pouvez réserver en ligne sur leur site. Un must! (Translated by Google)
I ordered the Kimcheesy poutine, the Banh Mi Burger and the popcorn chicken. They were all delicious. The poutine sauce really impressed me with its cheesy taste and addictive spiciness. The staff are so helpful and chill. They have a terrace and you can book online on their website. A must!
     
"
